Eng,Chi
Rain Tree Sketch II—In Memoriam Olivier Messiaen,Rain Tree Sketch II—In Memoriam Olivier Messiaen
Heinrich Ignatz Franz von Biber,Heinrich Ignatz Franz von Biber
Chan Shaw Nan,Chan Shaw Nan
Chan Ting Yuen,陳定遠
Bassoon Concerto in G Major,Bassoon Concerto in G Major
RV 493,RV 493
Gabriel Grovlez,Gabriel Grovlez
Vince Eliezer E. Chua,Vince Eliezer E. Chua
Sicilienne et Allegro Giocoso,Sicilienne et Allegro Giocoso
Choi Shu Lun Chris,Choi Shu Lun Chris
Willson Osborne,Willson Osborne
Rhapsody,Rhapsody
Wong Chiu Wing Benjamin,Wong Chiu Wing Benjamin
Otmar Nussio,Otmar Nussio
Variazioni su un' Arietta di Pergolesi,Variazioni su un' Arietta di Pergolesi
Chen Chenyazi,陳琛雅梓
First of All (Multiple percussion solo),《最初的一切》(組合敲擊樂獨奏)
Domenico Cimarosa,Domenico Cimarosa
C.61,C.61
BWV 826,BWV 826
Yang Qing-qi,Yang Qing-qi
Lam Yee-wa,Lam Yee-wa
Keith Pun Yau-kit,Keith Pun Yau-kit
Jane Leung,Jane Leung
Zhao Ning,Zhao Ning
Concerto in G major,Concerto in G major
K.453 (1st movement,K.453 (1st movement
Cheung Man-lok,Cheung Man-lok
Shirley Fong Mei-shan,Shirley Fong Mei-shan
Tai Ming-yin,Tai Ming-yin
Huang Haoyi,Huang Haoyi
Tang Tin-pui,Tang Tin-pui
Sonata in D major,Sonata in D major
Leoš Janáček,Leoš Janáček
Book 2 BWV 874,Book 2 BWV 874
Pang Yu-kan,Pang Yu-kan
Pan Shandi Andy,Pan Shandi Andy
Chung Hok-chun,Chung Hok-chun
JasonWong Sze-yuen,JasonWong Sze-yuen
Prelude and Fugue in G-sharp major,Prelude and Fugue in G-sharp major
Book 1 BWV 863,Book 1 BWV 863
Edvard Grieg,Edvard Grieg
Zhao Muzi,Zhao Muzi
Sonata in B-flat major,Sonata in B-flat major
Hob.XVI/41 (1st movement,Hob.XVI/41 (1st movement
WoO 80,WoO 80
Ng Yi,Ng Yi
Ranan Chan Leong,Ranan Chan Leong
Chueng Ping,Chueng Ping
Deng Tianyu,Deng Tianyu
Sonata in E major,Sonata in E major
Hob. XVI/52 (1st movement,Hob. XVI/52 (1st movement
Deng Tian Yu Tina,Deng Tian Yu Tina
Tam Ho Man Dennis,Tam Ho Man Dennis
Chan Siu Tung Matthew,Chan Siu Tung Matthew
Ng Yi Jessica,Ng Yi Jessica
Preludes for Harpsichord (from L’Art de toucher le clavecin),Preludes for Harpsichord (from L’Art de toucher le clavecin)
Zhen Xiyuan Ryan,Zhen Xiyuan Ryan
Piao Xingji Kenny,Piao Xingji Kenny
Girolamo Frescobaldi,Girolamo Frescobaldi
Ng Ling-ling,Ng Ling-ling
Fantasiestücke,Fantasiestücke
Charles Tam Chum-him,Charles Tam Chum-him
Harry Wong Chun-hei,Harry Wong Chun-hei
D.784,D.784
Sonata in F major,Sonata in F major
K.533,K.533
Cheng Chi-Yuen,Cheng Chi-Yuen
Onzième Concert (from Les goûts-réunis),Onzième Concert (from Les goûts-réunis)
Dr. Cherry Tsang,Dr. Cherry Tsang
Oboe Quartet in F Major,Oboe Quartet in F Major
KV 370,KV 370
Sequenza VII for Solo Oboe,Sequenza VII for Solo Oboe
Cheng Ho Kwan Kevin,鄭浩筠
Da-Qi-Ban (Sheng solo,《大起板》(傳統笙獨奏
Henan Folk Tune,河南民間樂曲
Arr. by Li Guanglu),李光陸編)
The Happy Luosuos (Sheng solo,《快樂的囉嗦》(袖珍笙獨奏
Arr. by Zhang Shiye),張式業編)
Only Sheng (Sheng solo),《獨笙子》(傳統笙獨奏)
Wong Tai-shing Calvin,黃泰城
Lü Wencheng,呂文成
Wong Chiu-wing,黃昭穎
Autumn Moon over a Placid Lake‧Stepping High (Sheng solo,《平湖秋月．步步高》(傳統笙獨奏
Arr. by Loo Sze-wang),盧思泓編)
Liu Wenjin,劉文金
Rainbow (Sheng Concerto,《虹》(笙協奏曲
Third Movement),第三樂章彩虹)
Hsu Wei-en,徐惟恩
Mou Shanping,牟善平
André Messager,André Messager
Artemis Cheung,Artemis Cheung
David Gwilt,David Gwilt
Calvin Leung Chin Lun,Calvin Leung Chin Lun
Capricious Dance for Clarinet in Bb (World Première),Capricious Dance for Clarinet in Bb (World Première)
Chong Ying-Zing,Chong Ying-Zing
“Per la gloriad’adorarvi” (from Griselda),“Per la gloriad’adorarvi” (from Griselda)
George F. Handel,George F. Handel
Pun Yau Kit Keith,Pun Yau Kit Keith
Fang Yuan,方圓
BWV 906,BWV 906
Ido Akov,Ido Akov
Sonata in A Flat Major,Sonata in A Flat Major
Aristo Sham,Aristo Sham
Danse macabre,Danse macabre
Henri Dutilleux,Henri Dutilleux
Chan Siu Tung Toby,陳劭桐
Sarabande et Cortege for bassoon and piano,Sarabande et Cortege for bassoon and piano
Gustav Schreck,Gustav Schreck
Ingrid Chan,陳子欣
Dr. Yip Wai Hong,葉惠康博士
Wenyu Shen,沈文裕
West Side Story,West Side Story
Gordon Lee,李俊樂
Leonard Bernstein,伯恩斯坦
陳孜濬,陳孜濬
West Side Story,西城故事
Samuel Yee,Samuel Yee
Hilda Wong,Hilda Wong
Ponce-Heifetz,Ponce-Heifetz
F. Kreisler,克萊斯勒
Carson Yu,余永進
Liebsfreud,愛之喜悅
Vivian Yeung,楊恩
T. Muramatsu,村松崇繼
Ivan Wong,黃嗣輝
Air on G String,Air on G String
Edmund Cham,湛樹基
Chausson,Chausson
Poem,Poem
Lui Alan Lai,Lui Alan Lai
Caroline,Caroline
Myths,Myths
BWV 1009 (Sarabande,BWV 1009 (Sarabande
Ginny Ng,Ginny Ng表演者
Caroline Wong,Frank Choi
Frank Choi,
Lawrence Chan,陳達德
James Pappoutsakis,James Pappoutsakis
Catherine Mak,麥麗華
Sonata (I & IV Catherine Mak,Sonata (I & IV Catherine Mak
II &III Felix Wong),II &III Felix Wong)
Kilian Chan,Kilian Chan
Caroline Wong,Caroline Wong
Davis Yiu,Davis Yiu
Duo for violin & viola,Duo for violin & viola
Quartet (first Mov.),Quartet (first Mov.)
蘇明村,蘇明村
根扎石磐,根扎石磐
Daphne Chan Lok Lam,Daphne Chan Lok Lam
Alison So,Alison So
Caroline Luk Yin Wan,Caroline Luk Yin Wan
Ave Maria,Ave Maria
Hector Berlioz,Hector Berlioz
Villanelle,Villanelle
Ernest Chausson,Ernest Chausson
Vivaldi,韋瓦第
Four Seasons (Spring,四季(春天
Yuk Ming Yuen,袁旭明
布拉姆斯,布拉姆斯
第三號交響曲(鋼琴三重奏版本),第三號交響曲(鋼琴三重奏版本)
Tomasz Skweres,Tomasz Skweres
Weiya Lin,Weiya Lin
Huiseung Yoo,Huiseung Yoo
Chiaohua Chang,Chiaohua Chang
Esther Yu,Esther Yu
Christina Au,Christina Au
Chris Ling,Chris Ling
Johannes Kretz,Johannes Kretz
L.V. Beethoven,貝多芬
Epiphan Ip Hoi Wan,葉凱允
Weng Ching-hsi,Weng Ching-hsi
The Moon Represents My Heart,The Moon Represents My Heart
Mia Tan,Mia Tan
Cate Tsui,Cate Tsui
Amanda Ng,Amanda Ng
Jiawen Wang,Jiawen Wang
Claire Heuzard,Claire Heuzard
Eunice Chan,Eunice Chan
Joyce Mak,Joyce Mak
Katherine Eu,Katherine Eu
Debra Lui,Debra Lui
Lillian Kong,Lillian Kong
Pinky Choi,Pinky Choi
Valerie Sim,Valerie Sim
Victor Sim,Victor Sim
Anna Sin,Anna Sin
Ethan Saw,Ethan Saw
Audrey Woo,Audrey Woo
Grace Ng,Grace Ng
Rainnie Leung,Rainnie Leung
Vivian Lam,Vivian Lam
Adrian Man,Adrian Man
Margaret Law,Margaret Law
Pearl Chan,Pearl Chan
Teresa Choi,Teresa Choi
Venus Leung,Venus Leung
Lucas Chan,Lucas Chan
Arion Kung,Arion Kung
Charmaine Chu,Charmaine Chu
Dayna Ho,Dayna Ho
Hitomi Yip,Hitomi Yip
Leonie Ye Ah Chong,Leonie Ye Ah Chong
Madelene Wong,Madelene Wong
Nicole Lam,Nicole Lam
Roni Kung,Roni Kung
Jacqueline Doo,Jacqueline Doo
Cherry Fung,Cherry Fung
Renee Hui,Renee Hui
Sabrina Ma,Sabrina Ma
Nina Mueller,Nina Mueller
Monica Cheng,Monica Cheng
Veronica Kwok,Veronica Kwok
Denise Fung,Denise Fung
David Watkins,David Watkins
Sir Henry Rowley Bishop,畢夏普
Justin Cheung,張峻銘
Wong Kin Hei,黃鍵熹
Clarice Cheung,張澄心
Kate Chow,周彣彤
Vinze Lee,李彥寯
Ronnie Chan,陳靖嵐
Chan Ho Yeung,陳皓揚
Gladys Chan,陳爾雅
Crystal Lo,羅海澄
Anna belle Lo,羅海鈴
Wai Man Hin,韋汶軒
Priscilla Chow,周詩澄
Ronald Tse,謝曜翔
Colin Lee,李浩賢
Canaan Chan,陳允希
Emilie Pou,鮑可悅
Cyrus Yau,游鎧源
Ms Grace Cheung,張頌恩老師
Ms Tiffany Lam,林詩朗老師
Agnes Kwok,郭羨兒
Katherine Chong,莊朗榕
Ms Gloria Wong,黃穎芝老師
Fidelia Lam,林卓穎
Ng Zi Waa,吳宇華
Jason Liem,林嘉成
Ingrid Yeung,楊欣潔
Jordan Chan,陳易希
Sung Pak Kiu,宋柏翹
Edmond Chan,陳宇謙
Valarie See,施灝媛
Katie Fong,方炘彤
Celine Kwan,關雪鈴
Home Sweet Home,甜蜜的家
Carman Tsang,
J. Moss,M. Yeston
Milly Harvey,
Meg Hicks,
Eliza Kidd,
Susanna Kidd,
Ka Ho Kung,
Mandy Lau,
Katie Law,
Pik Kwan Mau,
Joyce Pang,
Esther Poon,
Jasmine Roberts,
Michelle Tsam,
Denise Tse,
Chloe Wan,
Charmaine Wong,
Janet Wong,
Nicola Yeung,
Yue Ying Yu,
Rubber Duckie (from Sesame Street),Getting Tall (from Nine)
M. Yeston,C. Le Fleming
BWV 1030 (IV. Presto),BWV 1030 (IV. Presto)
Rachel Yiu,Rachel Yiu
Justin Cheung,Justin Cheung
Alvin Wong,Alvin Wong
Janice Lee,Janice Lee
Julie Ho,Julie Ho
Belinda Fong,Belinda Fong
Clarisse Tsang,Clarisse Tsang
Kelly Chan,Kelly Chan
Carman Tsang,Carman Tsang
William Lam,William Lam
Kyle Brundige,Kyle Brundige
Johnny Yip,Johnny Yip
Stephen Lee,Stephen Lee
Nicole Chan,Nicole Chan
Kevin Ho,Kevin Ho
Hector Wong,Hector Wong
Katie Lam,Katie Lam
Prudy Chung,Prudy Chung
Michelle Chan,Michelle Chan
Ronnie Ng,Ronnie Ng
Bennett Leung,Bennett Leung
Irene Chan,Irene Chan
Kelvin Wan,Kelvin Wan
Leona Wu,Leona Wu
Christine Cheng,Christine Cheng
Barman Tsang,Barman Tsang
Lena Yeung,Lena Yeung
BWV 1034 (Ill. Andante),BWV 1034 (Ill. Andante)
Erin Lee,李倩雅
Michelle Siu,蕭景琦
William Ge,葛博誠
Dylan Kwong,鄺雄輝
Nicole Ma,馬泳瑜
Parco Wong,黃灝軒
Sabrina Sin,冼意昕
Jens Leung,梁日希
Ivan Mak,麥浚軒
Fabian Yiu,姚焌禮
Stephanie Chong,莊敏
Michael Siu,蕭景游
Edgar Teh,鄭令灝
Charlotte Lee,李昕蓂
Aleisha Sin,冼意晴
Valerie Kwong,鄺悅喬
Bryan Mak,麥智軒
Na łodce (In a Boat),Na łodce (In a Boat)
Stephanie Chan,
Lee Oi Yen,
Beswick,nil
Stefanie Lau,
Audrey Mok,
Chong Hon Wah Samuel,
Scarlett Fong,
Christine Ren,
Jereney Shen,
Ingrid Wong,
Valerie Chan,
Chloe Jam,
Amelia Li,
Vanessa Lam,
Rachel Chui,
Charlotte Chan,
Amy Mcwhirter,
Johnson Hung,
Chu Lok Jung Fiona,
Raven Jao,
Wong Yuen Jak Bonnie,
Shum Chui Yee,
Twilight,In the Garden Flowers are Growing (Ukrainian Folk)
Chan Ki Ki Prycilla,陳琪琪
Hayley Yuki Leung,梁睿喬
Mak Tsz,麥旨
Wong Yu Yee Bonnie,黃宇頤
Cheung Ka Yu Casey,張嘉洳
Wong Yim Hung,王焰鴻
Cheung Yiu Gi Janice,張銚芝
Tsui Ho Yan Alexei,徐昊仁
Lee Kiu Chloe,李翹
Tam Ching Hei Sherine,譚靖曦
Wong Kit Ying,黃潔盈
Chang Ka Yu Torres,張家餘
Chan Pui Yee Pearl,陳姵而
Ng Cheuk Ying,吳芍瑩
Hilary Yu,余曉藍
Chan Tsz Yen,陳籽礽
Tracy Yeung,Tracy Yeung
Lau Ka Tung Stephanie,劉嘉彤
Susanna Tsang,Susanna Tsang
Kit Wong,Kit Wong
Jenny Sin,Jenny Sin
Round Dance,Round Dance
Yeung Shing Hei,楊承熹
Carrie Leung,Carrie Leung
Lightly Row,Lightly Row
Chan Ho-yi David,陳浩貽
Enice Pui-Shan Yung,
Tsz-Ying Chan,
Francis Poulenc,nil
Silvia Hoi-Man Chu,
Miriam Ka-Yi Tang,
Isaac Yik-Cheung Ho,
Tiffany Ngan-Ki Lam,
Chloe Chi-Ming Chan,
Janice Kwan-Yin Chan,
Shing-Chi Hui,
Lok-Yin Tang,
Austen Long-Ching Tang,
Helio Leung,
Tik-San Choy,
Zita Cheuk-Lam Yung,
Ian Yat-Hei Choi,
Jasper Kwan-Hon Lo,
Hayley Sin-Yi Leung,
Audrey Tin-Lam Ngai,
Nick Lik-Fung Mak,
Nicholas See,
Ineq Lam,
Sierra Tse,
Bevis Chin-Pok Ng,
Emma Chun-Sze Ng,
Hei-Yung Ng,
Romance,Shepherd's Hey (Folk Dance)
Ambroxe Cheuk-Chun Lee,
nil,C. Saint-Saëns
Cammie Chung,Cammie Chung
Chad Leung,Chad Leung
Angie Au,Angie Au
Kaly Hui,Kaly Hui
Bosco Lam,Bosco Lam
Oswald Lau,Oswald Lau
Megan Kindell,Megan Kindell
Isaac Wong,Isaac Wong
Vivien Chung,Vivien Chung
Anne-Marie Yeung,Anne-Marie Yeung
Wilton Chui,Wilton Chui
Michelle Liu,Michelle Liu
Conrad Chun,Conrad Chun
Chloe Liu,Chloe Liu
Kaleb Cheng,Kaleb Cheng
Petrina Ong,Petrina Ong
Boey Heaton,Boey Heaton
Renee Yip,Renee Yip
Hanna Yoon,Hanna Yoon
Anton Au-Yeung,Anton Au-Yeung
Ashley Kam,Ashley Kam
Nicholas Wong,Nicholas Wong
Clarice Chow,Clarice Chow
Adelle Chan,Adelle Chan
Alicia Ko,Alicia Ko
Hailey Ngo,Hailey Ngo
Bryan Lee,Bryan Lee
Elicia Lui,Elicia Lui
Michael Cheung,
Veronica Chan,
Tori Lam,
Frank Ma,
Tony Chim,
Echo Yuen,
Carol Fung,
Gwen Lee,
Ben Ho,
Yoko Ku,
Skyler Siu,
Julian Lui,
Natalie Lui,
Jasmine Hui,
Maxence Lam,
Ian Yip,
Rachel Wong,
Ryan Chan,
Chloe Chane Yin,
Cherry Kwok,
Jonathan Jacob Tang,
Jeanie Chu,
Anna Tsui,
Charis Chan,
Jessica Lui,
Bernhard Romberg,Bernhard Romberg
Alicia Ko,高睿捷
Lukas Ma,馬樂添
Louise Ma,馬樂兒
Mia Wong,黃芷鎣
Jayden Yip,葉家淳
Edison Ng,吳卓桐
Natalie Shieh,謝熹頤
Kitty Lam,林善柔
Janice Yeung,楊思婕
Janice Wong,黃靖筠
Jobie Wong,黃靖貽
Hayden Pong,龐卓朗
Natalie Pong,龐卓萱
Siu Hill Lam,蕭曉琳
Tse Hoi Shan,謝凱珊
Jeffery Cheung,張朗添
Wilfred Cheung,張朗維
Lorraine Lo,盧姿穎
Samuel Cheung,張銘軒
Julia Wong,黃梓瑩
Cavis Chan,陳思豫
Emily So,蘇雯靖
Holly Leung,梁可懿
Cecilia Liu,廖洛彤
Cherry Sit,薛樂兒
Rio Cheung,張瑋軒
AIan Lam,林浩嘉
Clayton Lam,林蓁翹
Darren Chan,陳仲行
Ander Liu,廖俊翔
Emmy Kwok,郭婷
Samuel Yee,余知行
Hilda Wong,黃曉恩
Jenny,陳寶寧
黃舒希,黃舒希
Berceuse,Berceuse
Richard Wagner,理察．華格納
Lohengrin,羅恩格林
Roman Hovenbitzer,羅曼．賀芬比澤
Hermann Feuchter,赫爾曼．佛特
Hank Irwin Kittel,漢克依文．基特爾
Wolfgang Göbbel,胡夫根．葛比爾
Andreas J Etter,安德利亞斯．阿特
Matti Hyökki,瑪迪．賀約奇
Bryan Register,布萊恩．利傑斯特
Kirsten Chambers,基斯頓．錢伯斯
Thomas Hall,托馬斯．賀爾
Jordanka Milkova,喬丹卡．米爾科娃
Matias Tosi,瑪提亞士．托斯
James Price,詹姆士．普萊斯
Juuso Hemminki,朱索．哈明基
Jouni Kokora,約尼．柯科拉
Mirva Koivukangas,米爾娃．科伊武坎加斯
Julia Heeger,尤莉雅．希格
Michaela Heimsch,米凱拉．海姆殊
黃河,黃河
岳曉雲,岳曉雲
方芳,方芳
梁祝,梁祝
李麗佳,李麗佳
別易難,別易難
李淑珍,李淑珍
王一晴,王一晴
羅軍榮,羅軍榮
容德如,容德如
青藏高原,青藏高原
龍騰虎躍(敲擊與樂隊),龍騰虎躍(敲擊與樂隊)
張崢,張崢
葉敢新,葉敢新
章紅艷,章紅艷
牛鬥虎(大鼓二重奏),牛鬥虎(大鼓二重奏)
錢國偉,錢國偉
Hodie Christus Natus Est (Gregorian antiphon),Hodie Christus Natus Est (Gregorian antiphon)
Jackie Fung,Jackie Fung
O Come All Ye Faithful,O Come All Ye Faithful
Li Kwok Yin,Li Kwok Yin
Fou Ts'ong,傅聰
Law Wai Ting,
Wesley Tang,
Prudence Poon,
Shostakovich,Messiaen
Wong Yik Tai,
Fion Cheung,
Leung Chun Yu,
Messiaen,Piazzolla
山丹丹開花紅艷艷(箏齊奏),山丹丹開花紅艷艷(箏齊奏)
Theodoor Verhey,Theodoor Verhey
Lau Tak Ming,Lau Tak Ming
Nelson L Wong,Nelson L Wong
Alan Lai,Alan Lai
Diana Lim,Diana Lim
Erica Lee,Erica Lee
Angela Chan,Angela Chan
Suki Cheuk,Suki Cheuk
Isabelle Ho,Isabelle Ho
"Introduction and Variations on ""Trockne Blumen”","Introduction and Variations on ""Trockne Blumen”"
Mark Chan,陳錦樂
So Lok Pui,蘇諾培
大起板,大起板
Xia Lu anjie,夏盧安婕
Maple Ng,吳楓
Judy Ho Ching Man,何靜文
Cong Tan,譚聰
Angus Fong,方晧晴
Patrick Chiu,趙伯承
Isabella Wong,黃嘉莉
Matthew Chin,錢澤琛
K197,
Chun-pong Wat,屈振邦
T Stevens,T Stevens
Variations in Olden Style,Variations in Olden Style
Mackay Chan,Mackay Chan
Lok Tsun Ming,Lok Tsun Ming
Lee Kin Long,Lee Kin Long
Tong Ka Ho,Tong Ka Ho
Chan Yat Chuen,Chan Yat Chuen
G Gershwin,G Gershwin
Thomas Heywood,湯瑪士．海伍德
Sher Chiu Yuet,佘超悅
Vierne,維央
James Calkin,占士．卡爾金
Hymne au Soleil (from 24 Fantasy Pieces,《太陽讚美詩》(選自《二十四首幻想曲
Suite 2,
Felix Mendelssohn,孟德爾頌
Overture in C,C大調序曲，作品101，《小號》
Trumpet,
Robin Ticciati,羅賓．提賽弟
Maria João Pires,瑪利亞芝傲．皮莉斯
The Hebrides,《芬格爾洞窟》，作品26
Markus Stenz,馬庫斯．史坦茲
Sabine Meyer,莎賓．梅耶
Eine Alpensinfonie,《阿爾卑斯山交響曲》，作品 64 (An Alpine Symphony)
K550,
Iván Fischer,費沙爾
Anton Bruckner,布魯克納
Alexander Borodin,鮑羅廷
Polivtsian Dances from Prince Igor,韃靼舞曲選自《伊戈王子》
Renaud Capuçon,雷諾德．卡普森
Daniel Harding,丹尼爾．哈丁
Gustav Mahler,馬勒
Yuja Wang,王羽佳
Michelle Chan,陳卓瑤
Kenyon Law,羅建洋
Jessica Cheng,鄭蘊婷
Kevin M Ko,高浩恩
Angel Mok,Angel Mok
Michelle Ng,Michelle Ng
Dr Kevin M Ko,高浩恩博士
Joseph Koo,顧家煇
Music For the Millions Theme Song (arr. John Cheng),《樂韻播萬千》主題曲(鄭繼祖編)
Palas Chan,陳佩玲
Henry Cheng,鄭鳴軒
Au Wai-see,區慧思
Yeung Tak-man,楊德敏
Desmond Tse,謝宗原
Alfred Ashpole,亞舒普
Li Nap-ki,李納祈
Waltz of the Clouds,雲之圓舞曲
Alfred Reed,列特
The Hounds of Spring,春之獵犬
Chan Wing-sze,陳詠思
Bosco Kwok,郭健明
Eddy Tse,謝子聰
Liu Tian-hua,劉天華
Marching to the Promising Future (arr. Peng Xiu-wen),光明行(彭修文編)
Carol Fong,方嘉寶
Nero Lee,李家謙
Tsui Ying-fai,徐英輝
James Clemens,克萊曼
Fiddle-Fest,小提琴巨星
Lau Yeung-chit,劉揚捷
Cheung Ching-yi,張淨怡
Chan Tat-kwong,陳達剛
Tsang Yin-yu,曾燕瑜
Fung Lo,馮鷺
Yuen Wing-yan,阮穎欣
Yang Jun Jonathan,楊雋
Lam Chi-tung Rachel,林芷彤
Charles Tam,譚縉謙
Pang Yu-kan,彭譽芹
Wong Yui-chit,黃叡哲
Yang Yuk-yu,楊玉如
Chow Sze-ching Cecilia,周思正
Chau Hiu-lam,周曉琳
Porpora,波爾波拉
Mira in cielo (from Arianna in Creta),Mira in cielo (from Arianna in Creta)
Philippe Jaroussky,菲利沛．雅洛斯基
Herman Yip,Herman Yip
漁舟唱晚(古箏齊奏,漁舟唱晚(古箏齊奏
婁樹華編),婁樹華編)
Herikstad,Herikstad
March-Italia Centenario,March-Italia Centenario
Casella,Casella
Bayly,Bayly
Long,Long
Long Ago,Long Ago
Edelweiss from The Sound of Music,Edelweiss from The Sound of Music
得勝令(廣東吹打,得勝令(廣東吹打
傳統曲牌,傳統曲牌
羅行良整理),羅行良整理)
榮政,榮政
數蛤蟆(笛子,數蛤蟆(笛子
人聲與敲擊),人聲與敲擊)
陸健斌,陸健斌
放驢(河北吹歌,放驢(河北吹歌
楊元亨傳譜,楊元亨傳譜
胡志厚整理),胡志厚整理)
Kyrie Eleison,Kyrie Eleison
Cao Ding,曹丁
Johnny Poon,潘明倫
Wu Bixia,吳碧霞
Allison So,蘇明村
Rock-A My Soul (黑人靈歌),Rock-A My Soul (黑人靈歌)
Samuel,Samuel
Ivan Wong,黃耀輝
Think of me,Think of me
Ellen Thong,Ellen Thong
Lai Yan Tung,Lai Yan Tung
張睿恆,張睿恆
Theodora Fung Hoi Yin,Theodora Fung Hoi Yin
Tiann Leung,梁天柔
Helin Leung,梁海寧
Lai Yan Tun,Lai Yan Tun
Cheryl,廖靖桐
Chi Suk Kwan Kyle,Chi Suk Kwan Kyle
Natalie Lam Hei Man,Natalie Lam Hei Man
Jeffery Lam,Jeffery Lam
Chan Yu Sze,Chan Yu Sze
Chan Pui Sze,Chan Pui Sze
Wong Lok Yiu Yo Yo,Wong Lok Yiu Yo Yo
Law Wing Yan,Law Wing Yan
Sherman Leung,Sherman Leung
Anthony Tai,Anthony Tai
Shirley Lam,Shirley Lam
Li Yin Yin,李彥賢
Jovian Ip,Jovian Ip
Farah Yan,Farah Yan
Jamie Chan,陳旨瑜
Lam King Nga,林景雅
Frederic Lo,盧日勤
Ng Wai Lam,吳瑋琳
Ngai Leong Yee,魏亮怡
Wong Chun Wing,王雋穎
Wong Lok Tung,黃樂童
Yip Wai Kit,葉韙滐
Chan Wing Shan,陳詠珊
Kwok Fong Lee,郭方莉
Freda Man,文玉蓮
So Chi Shan,蘇紫珊
Vivian Lau,劉慧韻
Tsang Hin Man,曾憲汶
Yip Chiu Yim,葉昭琰
Yuen Wing Yan,阮詠恩
Simon Chan,陳尚智
Sandy Li,李燕萍
Grande Pièce Symphonique,大交響樂曲，作品十七(I. 莊嚴的小行板
III. Beaucoup plus largement que précédemment),
葉葆菁,葉葆菁
Nick Davies,歷克．戴維斯
Chris Hung,洪銘健
Barriere,Barriere
Sonata for 2 Cellos,Sonata for 2 Cellos
James Buswell,詹姆斯．巴斯韋爾
Carol Ou,歐逸青
Oboe Quartet,Oboe Quartet
Jonathan Leung,梁俊文
Handel-Halvorsen,Handel-Halvorsen
Kari Turunen,卡里．杜倫尼
John Stainer,斯特那
The Crucifixion,十架受難曲
Sylvester Che,車遠強
Giacomo Miluccio,米魯奇歐
Anthony ManHo Lee,李文豪
Rhapsodie for Solo Clarinet,單簧管狂想曲
Locus iste,此殿佳美
Chiang Wai Man,蔣慧民
Kass Ho,何藹琪
Os Justi,正直人的口
Lam Dek Gah,林滌珈
Esther Chiang,蔣頌賢
Melody Chan,陳慧貞
Christus Factus est,基督存心順服
Eric Cheung,張永強
Ken Yeung,楊家聲
Qian Nanzhang,錢南章
Cheung Chi Ming,張志明
Lo Wai Sum,盧偉森
The Maiden Malan (An Aboriginals’ Folksong Suite),《馬蘭姑娘》(原住民民歌組曲)
2 Rhapsodies,第一狂想曲， 作品 79
Andrew Tsang,曾昭恆
cello and piano,IV. Allegro)
IV. Allegro),
Chihiro Arai,荒井千裕
Toccata BWV914,E小調托卡塔曲BWV914
Gabrielle Yuen,袁凱瑩
洞庭新歌,洞庭新歌
新春樂(合奏),新春樂(合奏)
春節序曲(合奏),春節序曲(合奏)
郭明慧,郭明慧
黃諾敏,黃諾敏
Wolfgang Amadeus Mozart,沃夫根．阿瑪迪斯．莫札特
Maurizio Moretti,莫里茲奧．莫萊蒂
3 Préludes (from Book I & II),三首前奏曲(選自《第一及二冊》)
Robert Schumann,羅伯特．舒曼
Chu Yi-Bing,朱亦兵
Amédée-Ernest Chausson,阿梅德-歐內斯特．肖松
Nicolas Koeckert,尼古拉斯．柯科特
Poeme,詩
César Franck,塞薩爾．弗蘭克
Hinson Ng,Hinson Ng
Tung Yip Wai,Tung Yip Wai
Alan Yip,Alan Yip
Charles Fung,Charles Fung
Ashley Chan,Ashley Chan
Club de Estrellas,Club de Estrellas
Klara Flieder,Klara Flieder
Patrick Pok-Man Leung,梁博文
Poulenc,普朗克
歐永財,歐永財
Alexander Scriabin,斯克裡亞賓
Ilya Rashkovskiy,蘭殊高夫斯基
Jinsang Lee,李尚振
Giuseppe Andaloro,安達羅洛
John Rutter,瑞特
Magnificat,尊主頌
Die Konzertisten,Die Konzertisten
Cilèa,Cilèa
Io son l’umile ancella (from Adriana Lecouvreur),Io son l’umile ancella (from Adriana Lecouvreur)
Louise Kwong,Louise Kwong
Die Jungen Konzertisten,Die Jungen Konzertisten
Vissi d’arte (from Tosca),Vissi d’arte (from Tosca)
Shawnea Ting,Shawnea Ting
Zadok the Priest,Zadok the Priest
Owen Rees,Owen Rees
William Byrd,William Byrd
Sing joyfully,Sing joyfully
Pauline Young,楊佩玲
The Shadow in the Moon,The Shadow in the Moon
Hou Shih Chieh,霍世潔
Yeung Wai Kit Ricky,楊偉傑
Wu Lap Shan,鄔立珊
Mark Lung,龍一脈
Kong Chi Wah,汪熾華
龍 (大合奏),龍 (大合奏)
曾映畦,曾映畦
陳金偉,陳金偉
王思穎,王思穎
電視主題曲組曲 (大合奏),電視主題曲組曲 (大合奏)
Ronald Chow,周朗峰
Sam Yeung,楊志傑
Alice Siu,蕭嘉奇
Chiu Kai Keung,趙啟強
Elvin Tak Ming Lau,劉德鳴
Carnival Overture,Carnival Overture
鄺焯崙,鄺焯崙
陳俊年,陳俊年
王明峰,王明峰
黃可殷,黃可殷
利雪,利雪
陳家儀,陳家儀
陳浩,陳浩
朱家龍,朱家龍
江芷珊,江芷珊
John Luther Adams,約翰・路得・阿當斯
INUKSUIT,因努伊特
Leo Phillips,Leo Phillips
